1	0.7908	0.6714	0.0925	0.4590	0.8957	0.4158	0.2830	0.4832	0.2584	0.4303	0.7641	0.9157	0.1383	0.6795	0.1922	0.8906	0.6949	0.4208	0.4948	0.2406	0.6947	0.6686	0.5119	0.5322	0.5000	
2	0.7512	0.3177	0.4310	0.4033	0.2564	0.0477	0.2844	0.2237	0.2311	0.3262	0.2843	0.9081	0.5237	0.0028	0.1285	0.1067	0.7253	0.5713	0.9249	0.9890	0.6822	0.5000	0.2571	0.8035	0.1604	0.000917
3	0.7564	0.3413	0.8850	0.2050	0.2164	0.3896	0.5156	0.5242	0.1261	0.8873	0.2973	0.4908	0.1119	0.6809	0.8498	0.2603	0.9350	0.4909	0.4302	0.9890	0.2476	0.1586	0.7072	0.2757	0.2701	29
1	0.9600	0.8810	0.4328	0.3227	0.4058	0.3830	0.9935	0.0150	0.8158	0.8391	0.2526	0.3473	0.7568	0.4809	0.4171	0.6358	0.2756	0.2745	0.4185	0.6849	0.5542	0.8442	0.8201	0.8549	0.1245	la
3	0.8696	0.3663	0.2794	0.2682	0.4087	0.5497	0.7041	0.4343	0.7051	0.8888	0.5551	0.3146	0.3573	0.2525	0.1252	0.1688	0.2928	0.4249	0.5895	0.4350	0.4105	0.6050	0.9854	0.3171	0.0770	42
1	0.6678	0.8793	0.0197	0.0314	0.1716	0.3216	0.4275	0.9135	0.2398	0.4772	0.1992	0.8279	0.5286	0.9631	0.3233	0.2240	0.9963	0.2132	0.1109	0.4662	0.8080	0.4788	0.7253	0.4800	0.2469	sz
1	0.6130	0.2395	0.9402	0.9355	0.8109	0.5616	0.0414	0.5986	0.1582	0.8289	0.6011	0.4118	0.9205	0.5655	0.6007	0.9091	0.0213	0.3941	0.6069	0.4663	0.1939	0.9785	0.3262	0.3967	0.6112	rdk
3	0.4657	0.0160	0.0932	0.1581	0.5843	0.4729	0.5901	0.6260	0.9983	0.5383	0.0882	0.1237	0.5973	0.3393	0.1796	0.8950	0.4211	0.2859	0.6101	0.8948	0.2748	0.7167	0.4291	0.5888	0.2446	16
2	0.6621	0.0926	0.3537	0.3893	0.6208	0.1876	0.1806	0.1012	0.0025	0.0750	0.8556	0.9977	0.7239	0.7827	0.1097	0.3378	0.3364	0.1895	0.4635	0.6721	0.4087	0.5185	0.7046	0.7977	0.8869	0.000511
3	0.8195	0.6750	0.5487	0.0193	0.1384	0.4540	0.3364	0.4859	0.4567	0.1386	0.1066	0.1573	0.1280	0.2467	0.9610	0.5460	0.6620	0.1059	0.4400	0.0345	0.0155	0.5720	0.9580	0.3593	0.9393	41
1	0.2358	0.3935	0.8249	0.5791	0.5839	0.3421	0.5622	0.1534	0.7937	0.1363	0.7883	0.9884	0.1017	0.6538	0.4065	0.9524	0.4029	0.1410	0.0066	0.5118	0.0736	0.1995	0.1727	0.7628	0.7283	fvvz
2	0.4105	0.0557	0.2813	0.6698	0.0307	0.9006	0.9686	0.7346	0.7374	0.7694	0.0394	0.1417	0.1265	0.2066	0.1904	0.6041	0.4648	0.8836	0.5821	0.8438	0.6297	0.4617	0.7667	0.5315	0.5880	0.000491
1	0.1489	0.3619	0.1686	0.5802	0.8993	0.7606	0.7331	0.3534	0.5581	0.8535	0.0245	0.8795	0.4941	0.8129	0.6262	0.2456	0.7321	0.8070	0.2898	0.7023	0.8961	0.4448	0.4511	0.5038	0.2103	
2	0.7246	0.6816	0.3914	0.4820	0.2582	0.5935	0.6108	0.4326	0.7275	0.4988	0.2668	0.6661	0.5327	0.2937	0.4857	0.2108	0.1215	0.3039	0.0255	0.5818	0.9242	0.8072	0.5731	0.9161	0.5299	0.000792
1	0.1400	0.1676	0.6987	0.5366	0.0002	0.0914	0.2409	0.4987	0.1980	0.8873	0.6814	0.3088	0.1536	0.7755	0.8901	0.3215	0.8189	0.1848	0.3308	0.3606	0.6917	0.3429	0.9221	0.1339	0.7016	xfs
2	0.6084	0.6099	0.4691	0.9162	0.0878	0.6412	0.8892	0.0054	0.6873	0.5027	0.0398	0.2732	0.1467	0.4231	0.1918	0.0021	0.6966	0.2296	0.4389	0.3749	0.4113	0.3287	0.7415	0.6034	0.4950	0.000731
3	0.9706	0.3977	0.0471	0.1694	0.3328	0.2451	0.6410	0.2368	0.3446	0.8342	0.6238	0.7414	0.8441	0.0704	0.7203	0.3988	0.1058	0.6880	0.3935	0.9796	0.0822	0.8162	0.0512	0.2645	0.3785	44
2	0.2564	0.3978	0.0207	0.4269	0.5469	0.0060	0.0693	0.9400	0.9760	0.6041	0.9547	0.4331	0.9858	0.7131	0.5555	0.6996	0.3994	0.8119	0.8044	0.2046	0.3963	0.6499	0.2509	0.9305	0.2343	0.000686
3	0.8269	0.2040	0.1787	0.5859	0.9813	0.6522	0.4039	0.9165	0.1711	0.6394	0.9000	0.4336	0.2523	0.3166	0.9743	0.4962	0.4663	0.8337	0.2465	0.8640	0.2846	0.1945	0.4918	0.5954	0.6247	30
3	0.9549	0.5142	0.7957	0.6334	0.4612	0.3886	0.8876	0.4530	0.0347	0.7708	0.1676	0.1856	0.3829	0.4955	0.9223	0.4550	0.6654	0.6397	0.8333	0.4896	0.2878	0.1847	0.6884	0.8978	0.5358	27
3	0.6097	0.6141	0.0497	0.1187	0.0180	0.4376	0.5940	0.1485	0.1121	0.4118	0.7041	0.3841	0.2074	0.3982	0.0188	0.1284	0.6540	0.6258	0.5904	0.3433	0.6370	0.4243	0.0128	0.2807	0.1202	40
1	0.2430	0.2656	0.6821	0.9715	0.1427	0.7162	0.4435	0.0464	0.9417	0.0731	0.3302	0.0409	0.9293	0.6373	0.3049	0.5788	0.2785	0.5785	0.3281	0.8550	0.3048	0.8022	0.7678	0.4945	0.1451	
2	0.5978	0.6345	0.8986	0.7412	0.5292	0.1226	0.7787	0.3972	0.6034	0.3627	0.9681	0.8762	0.7701	0.5047	0.1475	0.0920	0.2477	0.6912	0.2099	0.1051	0.9389	0.5510	0.5084	0.8556	0.3088	0.000802
2	0.6851	0.0514	0.4035	0.8778	0.3610	0.3350	0.4819	0.3605	0.2814	0.2134	0.2547	0.6324	0.5484	0.9737	0.2539	0.5173	0.1594	0.5720	0.6992	0.2864	0.2461	0.1845	0.1267	0.1849	0.1875	0.000321
2	0.0709	0.9705	0.5771	0.9630	0.9732	0.9729	0.8981	0.8653	0.5569	0.9331	0.7365	0.8139	0.0488	0.9139	0.5947	0.9192	0.8604	0.4007	0.2381	0.8402	0.0325	0.2785	0.3563	0.0206	0.7699	0.000141
3	0.4466	0.3641	0.9675	0.1393	0.8140	0.0192	0.4156	0.1080	0.3793	0.2665	0.7865	0.3463	0.4740	0.0462	0.8407	0.4626	0.8815	0.0730	0.3191	0.5576	0.0279	0.2338	0.0567	0.1677	0.4718	8
1	0.6819	0.2089	0.0184	0.7720	0.5482	0.0276	0.1357	0.3013	0.1275	0.5627	0.9310	0.1713	0.6360	0.3435	0.7871	0.6410	0.2220	0.2853	0.7938	0.4533	0.0416	0.8912	0.9912	0.7844	0.2265	
1	0.5721	0.2378	0.3926	0.8669	0.6039	0.4065	0.1983	0.6971	0.7288	0.2299	0.2364	0.3661	0.4114	0.1857	0.6740	0.5316	0.4680	0.3444	0.0300	0.7793	0.4640	0.4620	0.6807	0.2798	0.9290	ytfu
1	0.8803	0.6945	0.5394	0.6069	0.0612	0.2156	0.7637	0.1635	0.9761	0.1375	0.8712	0.6998	0.8292	0.2313	0.2779	0.8024	0.5295	0.3601	0.4454	0.3354	0.6362	0.1741	0.7593	0.3465	0.1876	e
3	0.6006	0.3796	0.4106	0.3719	0.0288	0.2329	0.4617	0.8582	0.0190	0.5845	0.9124	0.4246	0.3118	0.8207	0.3706	0.8957	0.0399	0.1531	0.3959	0.0443	0.6636	0.9768	0.5132	0.8295	0.1270	7
2	0.2917	0.2539	0.2917	0.7541	0.1653	0.5496	0.9850	0.9688	0.5012	0.0019	0.9621	0.9589	0.2580	0.3131	0.0708	0.7775	0.8201	0.3827	0.7999	0.6118	0.8705	0.2095	0.4616	0.8491	0.2388	0.000223
2	0.3428	0.6862	0.2650	0.5335	0.3507	0.7092	0.4048	0.9332	0.9412	0.2691	0.7326	0.3362	0.1069	0.7085	0.7807	0.9993	0.7493	0.2316	0.6373	0.8085	0.4587	0.7926	0.8511	0.0070	0.3540	0.000860
1	0.5248	0.6314	0.7164	0.8122	0.6508	0.6178	0.1772	0.8129	0.6543	0.0249	0.0207	0.0164	0.5794	0.2566	0.4960	0.3103	0.6303	0.9244	0.4623	0.9526	0.5771	0.5237	0.4850	0.2082	0.7803	
2	0.8005	0.5826	0.5331	0.0891	0.7525	0.7977	0.3997	0.8116	0.1435	0.8484	0.7625	0.4353	0.4291	0.2039	0.9953	0.7379	0.0763	0.1131	0.6583	0.3402	0.4645	0.3372	0.7490	0.5693	0.1967	0.000782
3	0.7974	0.6165	0.6334	0.4810	0.9396	0.6239	0.2371	0.4526	0.8744	0.5340	0.8462	0.9797	0.2738	0.0532	0.9883	0.8606	0.3780	0.1273	0.8090	0.0973	0.2952	0.4937	0.4849	0.4233	0.5380	6
3	0.3489	0.9617	0.6693	0.0407	0.5328	0.3445	0.2541	0.1667	0.0233	0.7858	0.9583	0.1394	0.3825	0.7968	0.4156	0.2735	0.9394	0.7140	0.7310	0.5723	0.3323	0.7502	0.5284	0.5462	0.5489	38
3	0.0528	0.6170	0.6870	0.6137	0.3891	0.0898	0.2265	0.8256	0.5430	0.7120	0.8090	0.3051	0.5352	0.0460	0.6803	0.6260	0.2700	0.4574	0.4756	0.5841	0.6565	0.8655	0.7426	0.1580	0.4252	47
3	0.4928	0.9489	0.1506	0.1035	0.4443	0.9736	0.3675	0.2228	0.4122	0.6779	0.5757	0.2254	0.0341	0.6074	0.2819	0.3913	0.3258	0.2609	0.8814	0.2481	0.9185	0.7291	0.1861	0.6229	0.6988	14
1	0.8784	0.2363	0.7766	0.2412	0.8043	0.5922	0.4946	0.0245	0.0009	0.2912	0.0840	0.0937	0.9137	0.7046	0.6029	0.4414	0.3531	0.1092	0.4105	0.0083	0.9369	0.1958	0.7528	0.9983	0.5213	w
1	0.5517	0.9337	0.0493	0.8814	0.2149	0.7606	0.1814	0.5558	0.9221	0.7402	0.4787	0.1756	0.1332	0.9653	0.5918	0.9274	0.2665	0.9093	0.9653	0.7076	0.2895	0.8410	0.3312	0.7609	0.9714	
2	0.7535	0.0642	0.8035	0.1969	0.4357	0.4440	0.1549	0.1116	0.2809	0.9429	0.2943	0.2206	0.2560	0.9369	0.9447	0.6034	0.8892	0.8290	0.2960	0.3869	0.0472	0.7090	0.9554	0.8766	0.4126	0.000921
2	0.8818	0.6147	0.4378	0.6219	0.2670	0.1581	0.2631	0.7452	0.3268	0.8538	0.0496	0.5757	0.8027	0.4024	0.1527	0.6779	0.3800	0.1436	0.6707	0.2091	0.5215	0.7757	0.2692	0.8140	0.9125	0.000954
1	0.7770	0.3425	0.1982	0.6474	0.5568	0.3927	0.8873	0.2002	0.4536	0.0766	0.2989	0.6182	0.2307	0.3532	0.6649	0.2742	0.0720	0.8507	0.4910	0.5298	0.1850	0.7177	0.9245	0.5647	0.3453	wt
2	0.5386	0.5161	0.8017	0.4466	0.8401	0.8091	0.8353	0.8211	0.9364	0.8926	0.3400	0.8500	0.5978	0.3504	0.6715	0.5295	0.9258	0.4863	0.5361	0.2859	0.0797	0.2358	0.6660	0.1832	0.4546	0.000303
3	0.8120	0.8962	0.5722	0.0054	0.9218	0.9584	0.8170	0.6060	0.9032	0.4811	0.9900	0.0548	0.2085	0.4658	0.4050	0.7673	0.1353	0.4380	0.1822	0.5162	0.5722	0.4428	0.0389	0.0247	0.2456	5
2	0.6298	0.7633	0.5756	0.5010	0.2882	0.3176	0.5455	0.7184	0.2922	0.6261	0.0255	0.1372	0.9305	0.6137	0.9525	0.2396	0.0786	0.5298	0.3726	0.3075	0.9279	0.9652	0.1134	0.0988	0.2690	0.000831
1	0.6797	0.5798	0.8463	0.6888	0.6452	0.3734	0.9611	0.1681	0.5695	0.3290	0.7779	0.9452	0.5385	0.8489	0.2829	0.9089	0.3424	0.4078	0.5353	0.8113	0.3408	0.3010	0.6844	0.1426	0.7544	
1	0.0072	0.2548	0.5105	0.4861	0.7964	0.8099	0.0846	0.2922	0.1096	0.6767	0.0499	0.4566	0.1110	0.7596	0.9755	0.2929	0.8533	0.6860	0.8051	0.4826	0.7187	0.9378	0.7861	0.0125	0.8057	qh
1	0.0875	0.8874	0.6209	0.8101	0.9176	0.3177	0.0511	0.7185	0.9270	0.0008	0.1174	0.2990	0.6287	0.3072	0.0945	0.7415	0.2344	0.2236	0.1491	0.2976	0.1646	0.8760	0.8381	0.9513	0.1922	fr
1	0.2835	0.9761	0.5931	0.0511	0.5202	0.2061	0.9337	0.6556	0.7684	0.2125	0.3290	0.3333	0.1660	0.1740	0.3716	0.2560	0.6072	0.6066	0.8690	0.2640	0.1470	0.7916	0.2920	0.6259	0.8232	rv
3	0.6753	0.9143	0.4139	0.8097	0.9545	0.3235	0.3437	0.0635	0.2288	0.2091	0.8725	0.6465	0.1849	0.2712	0.1222	0.9433	0.2759	0.0214	0.7352	0.5847	0.2905	0.6347	0.3659	0.2370	0.7744	41
3	0.1493	0.5872	0.7247	0.8069	0.8308	0.6418	0.3864	0.7803	0.8804	0.5329	0.8081	0.5873	0.7884	0.8174	0.0738	0.2328	0.6594	0.1667	0.8203	0.6782	0.6590	0.1736	0.9767	0.2702	0.6636	32
2	0.1834	0.5359	0.7585	0.5173	0.4351	0.6086	0.8384	0.9577	0.0705	0.3757	0.9761	0.1236	0.5716	0.5309	0.2417	0.7710	0.5226	0.5270	0.5376	0.9411	0.6176	0.1761	0.4671	0.3753	0.9073	0.000971
2	0.1507	0.5375	0.6945	0.1148	0.3729	0.9165	0.5481	0.3210	0.4528	0.4556	0.0002	0.5287	0.4671	0.0632	0.8338	0.9756	0.6747	0.3861	0.1397	0.5248	0.0342	0.3293	0.2477	0.7684	0.0787	0.000949
2	0.6491	0.4704	0.0216	0.7834	0.0974	0.7795	0.6730	0.6202	0.7715	0.0394	0.3242	0.4787	0.1145	0.6991	0.7165	0.5765	0.3129	0.2354	0.0061	0.8213	0.4671	0.1836	0.2819	0.8815	0.6806	0.000887
1	0.2908	0.9266	0.6689	0.8676	0.4031	0.0338	0.0139	0.7080	0.7943	0.1929	0.6410	0.1617	0.3955	0.4902	0.8154	0.8764	0.8896	0.1077	0.7605	0.7574	0.2231	0.8885	0.9541	0.6563	0.8136	s
1	0.2633	0.3709	0.8776	0.2855	0.3551	0.0540	0.1869	0.5319	0.4325	0.2898	0.7347	0.6915	0.4543	0.9566	0.7511	0.7248	0.8332	0.6027	0.5888	0.0576	0.1491	0.9564	0.9251	0.2422	0.2232	
2	0.8533	0.4683	0.5280	0.7501	0.0216	0.9517	0.3847	0.5429	0.3418	0.2307	0.5301	0.5930	0.5794	0.8785	0.4577	0.9111	0.3530	0.8209	0.8822	0.0250	0.8421	0.1760	0.1409	0.1351	0.4294	0.000007
3	0.0397	0.2682	0.8858	0.0370	0.1744	0.2178	0.0118	0.9288	0.6426	0.3449	0.8469	0.4453	0.1101	0.2050	0.7606	0.5129	0.7353	0.0776	0.7252	0.3692	0.6575	0.2102	0.4184	0.5542	0.2318	6
3	0.2968	0.8322	0.9474	0.2054	0.3325	0.6460	0.5802	0.9706	0.2737	0.4251	0.7210	0.3505	0.4786	0.8333	0.1847	0.2247	0.4488	0.2378	0.2913	0.1152	0.2889	0.9133	0.4562	0.9357	0.1476	11
